Cell line,Tissue,IC50
GMEL,skin,5.51611054212793
NCIH2591,,82.95447804087496
NCIH2595,,458.76541454854
NCIH2731,,37.00747798774164
NCIH2803,,25.179823020066024
NCIH2804,,63.03770251441855
NCIH2810,,60.88567954377525
NCIH2869,,70.08943013471422
NCIH290,,15.662510647023618
NCIH3118,,22.319952290758373
NCIH513,,746.472665925442
HARA,lung_NSCLC,6.198188054105107
HCC15,lung_NSCLC,337.20194695536003
HCC366,lung_NSCLC,269.38349599035047
HCC44,lung_NSCLC,43.455785678307656
HCC827,lung_NSCLC,455.7671303425218
HEP3B217,,52.31420812257432
HS633T,soft_tissue,11.263056122930431
HS683,nervous_system,7.074819989320257
HS746T,digestive_system,91.58980808115072
IGR37,skin,45.60516601927928
IHH4,thyroid,28.16302648150118
IM95,digestive_system,24.846179543025464
JHH2,digestive_system,113.57983707536688
JHH4,digestive_system,44.16152787548661
JHH6,digestive_system,119.28158995854743
JHH7,digestive_system,596.990380382119
JHU011,aero_dig_tract,2.979665363248699
JHU022,aero_dig_tract,79.6846523899586
KYM1,soft_tissue,3.114292501132236
KYSE220,aero_dig_tract,239.4584702652746
LN18,nervous_system,74.79275335451491
LN229,nervous_system,339.739110157159
LNZTA3WT4,nervous_system,10.72450167644633
MDAMB436,breast,142.06276968989297
MDST8,large_intestine,9.455125732381958
MFE319,urogenital_system,137.18467351808425
ML1,thyroid,118.00913066629214
MS751,urogenital_system,127.80938828444738
NB(TU)110,neuroblastoma,7.045210329144352
NCIH1836,lung_SCLC,435.99684191125857
NCIH1869,lung_NSCLC,24.588552767940723
NCIH1915,lung_NSCLC,37.04924597562823
NCIH1944,lung_NSCLC,20.569286158000246
NCIH196,lung_SCLC,96.9738156199408
NCIH2023,lung_NSCLC,50.65211565949833
NCIH211,lung_SCLC,3.8242371137476923
NCIH3122,lung_NSCLC,6.2887605473532435
NCIH647,lung_NSCLC,19.280245066120827
NCIH841,lung_SCLC,50.05372857552744
NCIH847,lung_SCLC,15.888681493788297
OSC20,aero_dig_tract,85.8563027079083
OV90,urogenital_system,514.2445857303727
OVISE,urogenital_system,491.67355982963056
OVKATE,urogenital_system,412.090506007483
OVMIU,urogenital_system,404.99592284237434
PATU8988T,pancreas,39.75040381831262
PC3_[JPC3],,26.392951872982664
PCI15A,aero_dig_tract,34.5107199858474
PCI6A,aero_dig_tract,29.160556753099247
PECAPJ15,,47.480970038584175
RERFGC1B,digestive_system,170.31437602677863
RH41,soft_tissue,69.65120493969457
SISO,urogenital_system,220.76615077468392
SKN,urogenital_system,35.48549423933994
SNU398,digestive_system,25.27124024665394
SU8686,pancreas,2263.7160231838643
SUIT2,pancreas,55.344816208548885
SW156,kidney,8.521437097219165
TC71,bone,10.30542030477248
TOV21G,urogenital_system,42.70248007800396
TT2609C02,thyroid,89.12367394265631
VMRCRCW,kidney,280.3152884916681
WM278,skin,345.1254589301639
SUPB15,leukemia,14.079164366521036
H3255,lung_NSCLC,184.60935538316215
451LU,skin,89.95701993624398
OCIAML3,leukemia,2.283976493664005
ASH3,thyroid,80.28324948481188
BICR10,aero_dig_tract,18.955516550344143
BICR31,aero_dig_tract,51.46875888464376
CAL29,urogenital_system,122.04111546919059
CAL78,bone,149.19482467452738
CHSA0011,bone,31.51318406457601
CHSA0108,bone,215.58020041328936
CL11,large_intestine,81.99628980826986
CS1,bone,62.5962267042858
DANG,pancreas,59.418225149059865
EFM192A,breast,49.87271202638091
FU97,digestive_system,18.699765805274396
G292CLONEA141B1,,144.2658820219973
NCIH2369,,85.23089623786174
NCIH2373,,65.91249308864052
NCIH2461,,86.06561754239017
NCIH2722,,253.48737017621178
NCIH2795,,7.048656279461489
NCIH2818,,35.49301796160506
HCC1428,breast,228.39258219508196
HCC202,breast,114.58558373627163
HCC78,lung_NSCLC,134.4952658121852
HDQP1,breast,117.03417661932019
ALLSIL,leukemia,9.720402236771312
AMO1,myeloma,9.439754750499882
CORL303,lung_SCLC,58.903882188205664
CORL95,lung_SCLC,77.07153372445292
DND41,leukemia,8.998851877212806
EJM,myeloma,63.585343774967065
FARAGE,lymphoma,4.2076529576792305
HELA,urogenital_system,47.491749442198945
HPAC,pancreas,169.9700083473526
HS766T,pancreas,154.77740686200934
HS939T,skin,39.14794771539216
HS940T,skin,4.470811787148658
HUH1,digestive_system,55.681613851051
JHH1,digestive_system,190.44986803255313
JHU029,aero_dig_tract,8.347582700463887
JIMT1,breast,123.74673286383978
K2,skin,24.32114167817409
KMH2,lymphoma,56.151253215478114
KMH2,thyroid,56.151253215478114
KMRC1,kidney,74.21008074185656
KMRC20,kidney,77.1942521312149
KON,aero_dig_tract,13.297087150491455
KP1N,pancreas,64.56961860948645
KP2,pancreas,213.85238771852642
KP3,pancreas,54.64452354529276
KYSE50,aero_dig_tract,75.4612289111077
LC1SQ,lung_NSCLC,72.20353457262324
LOUNH91,lung_NSCLC,100.10793961410623
NCIH1435,lung_NSCLC,72.7901759241678
NCIH1568,lung_NSCLC,324.5046935551685
NCIH1688,lung_SCLC,83.59920412420954
NCIH1781,lung_NSCLC,231.05759304783788
NCIH2110,lung_NSCLC,35.891338536785085
NCIH2135,lung_NSCLC,375.6894983624975
NCIH2172,lung_NSCLC,88.65629149032571
NCIH2444,lung_NSCLC,295.3594236603154
NUGC4,digestive_system,194.97298295183424
OCUM1,digestive_system,83.49919574382965
OE21,aero_dig_tract,29.19209635903503
OSC19,aero_dig_tract,52.7238017660297
OVTOKO,urogenital_system,14.885878323260409
PANC0203,pancreas,83.04802043886741
PANC0403,pancreas,7124.472732910407
PATU8902,pancreas,70.03233052040783
PCI30,aero_dig_tract,18.800980072630463
PCI4B,aero_dig_tract,52.48812743878395
PL4,pancreas,190.72183399579944
QGP1,pancreas,36.60240688022893
RERFLCKJ,lung_NSCLC,91.59594480387011
RERFLCSQ1,lung_NSCLC,8.429378124862742
RKN,urogenital_system,430.7530689289195
SAT,aero_dig_tract,16.74207479944076
SCC90,aero_dig_tract,167.08321805378125
SKN3,aero_dig_tract,122.7491693934994
STS0421,soft_tissue,5.583037594216102
SW1271,lung_SCLC,133.42439662415967
TT,aero_dig_tract,9.828172437124739
TT,thyroid,9.828172437124739
TMK1,digestive_system,26.615346885543598
TOV112D,urogenital_system,6.515396055129953
VCAP,urogenital_system,27.18433803705615
WM1552C,skin,34.10060070101991
WM35,skin,73.93601078519961
WM793B,skin,18.50298369702167
GA10,lymphoma,1.5604402609453625
GRANTA519,lymphoma,41.17741802907439
HCC1500,breast,104.93089598327614
HCC33,lung_SCLC,76.25347589829951
YMB1E,breast,94.85856568501035
CHSA8926,bone,132.77035742956105
CORL32,lung_SCLC,39.03032858743896
CORL321,lung,66.86020853720326
HS445,lymphoma,23.214381990756387
HSC39,digestive_system,1.0914673679037226
NB4,leukemia,0.2995808344038298
JEKO1,lymphoma,4.802967711063587
JJN3,myeloma,24.230471645697353
JM1,lymphoma,9.224297174701643
JSC1,lymphoma,2.02591003579301
JURLMK1,leukemia,0.22220342230111687
KARPAS1106P,lymphoma,6.8826723534847165
KARPAS231,leukemia,95.2121919215163
KARPAS620,myeloma,15.142464265665785
KCL22,leukemia,4.61309500767073
KOPN8,leukemia,2.0045588267233856
L1236,lymphoma,16.167870978236664
MDAMB330,breast,121.88658729016447
ME1,leukemia,42.63203645061087
MOLM13,leukemia,0.2434864463051133
MOLM16,leukemia,5.349365736742811
MOLP8,myeloma,8.439702000610618
MYM12,leukemia,23.765572504177925
NCIH1341,lung_SCLC,151.00999097146
NCIH1876,lung_SCLC,140.12529687021504
NCIH2066,lung_SCLC,1066.2733524039425
NCIH660,urogenital_system,30.10390808386396
NK92MI,lymphoma,2.108226346679551
NUDUL1,lymphoma,2.619493556388578
OCIAML5,leukemia,3.971294054902799
OCILY19,lymphoma,1.6109595576497555
OCIM1,leukemia,4.552798050005323
P32ISH,lymphoma,4.210115154781906
PL21,leukemia,1.0924359289523755
PWR1E,urogenital_system,146.35204699158456
RCHACV,leukemia,0.24229700789445943
RCK8,lymphoma,14.069354608055532
ROS50,leukemia,6.937434239245841
SLVL,lymphoma,83.27296944051615
SUDHL10,lymphoma,0.6908469295098073
SUDHL16,lymphoma,2.274829262190593
SUDHL4,lymphoma,3.199687023928135
SUDHL5,lymphoma,3.2728625515523
SUDHL6,lymphoma,2.434747365944807
SUDHL8,lymphoma,14.592548183116456
SUPHD1,lymphoma,87.98057047115738
SUPM2,lymphoma,4.618430829010127
TK,lymphoma,69.19032218324344
VAL,lymphoma,3.4723791742201264
WIL2NS,lymphoma,0.3735505284093838
WSUDLCL2,lymphoma,2.339118151482856
NCIH740,lung_SCLC,136.21397569294564
DOV13,urogenital_system,4.967317718727218
HEY,urogenital_system,32.10815346795911
JHOS2,urogenital_system,106.96802948975908
JHOS3,urogenital_system,194.02654895816505
JHOS4,urogenital_system,32.04300798589626
OV7,urogenital_system,48.718020868071825
OV17R,urogenital_system,40.03599802395232
OV56,urogenital_system,62.94982622737191
OVCA420,urogenital_system,70.75908937478702
OVCA433,urogenital_system,23.327688437365886
OVK18,urogenital_system,102.07613944859406
PEO1,urogenital_system,37.675612430467
UWB1.289,urogenital_system,102.15691361686984
FLO1,aero_dig_tract,19.572470253738434
OACP4C,aero_dig_tract,55.68512190322609
OACM51,aero_dig_tract,6.710711626633094
SKGT2,digestive_system,39.13514842928656
SKGT4,aero_dig_tract,204.88687550068042
ESO26,aero_dig_tract,106.6060218194755
ESO51,aero_dig_tract,169.97748719225328
KYAE1,aero_dig_tract,51.61007988405141
EMCBAC1,lung_NSCLC,126.14978868794347
EMCBAC2,lung_NSCLC,17.383891472824196
TE4,aero_dig_tract,35.54551542822349
UCH2,bone,87.98162624433773
NCC010,kidney,17.420592787873513
NCC021,kidney,21.449878907068953
RCCFG2,kidney,4.922556453861665
RCCJF,kidney,11.594327849129314
RCCJW,kidney,77.97825454995862
RCCER,kidney,8.924434818479604
RCCAB,kidney,26.648237144501728
RCCMF,kidney,29.58069640177667
KMS11,myeloma,11.541428035487302
MM1S,myeloma,34.200354174689174
OCILY7,lymphoma,1.4313127068400453
SNU1040,large_intestine,56.12352134672523
SNU175,large_intestine,2.8345664562488313
SNU283,large_intestine,65.90840664075017
SNU407,large_intestine,24.955494040982423
SNU61,large_intestine,161.78818828293367
SNU81,large_intestine,52.72891622284816
SNUC5,large_intestine,36.00241429653236
DIFI,large_intestine,19.917047035940524
